date;class;focuses;uf
2020/03;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2020/03;Fogo em áreas de desmatamento consolidado;43;AMAZONAS
2020/03;Fogo em áreas de desmatamento consolidado;758;MATO GROSSO
2020/03;Fogo em áreas de desmatamento consolidado;47;PARÁ
2020/03;Fogo em áreas de desmatamento consolidado;30;RONDÔNIA
2020/03;Fogo em áreas de desmatamento consolidado;199;RORAIMA
2020/03;Fogo em áreas de desmatamento consolidado;3;TOCANTINS
2020/03;Fogo em áreas de desmatamento recente;15;AMAZONAS
2020/03;Fogo em áreas de desmatamento recente;1;MARANHÃO
2020/03;Fogo em áreas de desmatamento recente;70;MATO GROSSO
2020/03;Fogo em áreas de desmatamento recente;10;PARÁ
2020/03;Fogo em áreas de desmatamento recente;5;RONDÔNIA
2020/03;Fogo em áreas de desmatamento recente;271;RORAIMA
2020/03;Fogo em outras áreas;1;MATO GROSSO
2020/03;Fogo em áreas de vegetação nativa;18;AMAZONAS
2020/03;Fogo em áreas de vegetação nativa;2;MATO GROSSO
2020/03;Fogo em áreas de vegetação nativa;5;PARÁ
2020/03;Fogo em áreas de vegetação nativa;225;RORAIMA
2020/04;Fogo em áreas de desmatamento consolidado;4;ACRE
2020/04;Fogo em áreas de desmatamento consolidado;10;AMAZONAS
2020/04;Fogo em áreas de desmatamento consolidado;1;MARANHÃO
2020/04;Fogo em áreas de desmatamento consolidado;494;MATO GROSSO
2020/04;Fogo em áreas de desmatamento consolidado;32;PARÁ
2020/04;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2020/04;Fogo em áreas de desmatamento consolidado;72;RORAIMA
2020/04;Fogo em áreas de desmatamento consolidado;1;TOCANTINS
2020/04;Fogo em áreas de desmatamento recente;1;AMAZONAS
2020/04;Fogo em áreas de desmatamento recente;99;MATO GROSSO
2020/04;Fogo em áreas de desmatamento recente;1;PARÁ
2020/04;Fogo em áreas de desmatamento recente;17;RONDÔNIA
2020/04;Fogo em áreas de desmatamento recente;53;RORAIMA
2020/04;Fogo em áreas de vegetação nativa;1;AMAZONAS
2020/04;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2020/04;Fogo em áreas de vegetação nativa;1;PARÁ
2020/04;Fogo em áreas de vegetação nativa;40;RORAIMA
2020/05;Fogo em áreas de desmatamento consolidado;20;ACRE
2020/05;Fogo em áreas de desmatamento consolidado;10;AMAZONAS
2020/05;Fogo em áreas de desmatamento consolidado;14;MARANHÃO
2020/05;Fogo em áreas de desmatamento consolidado;319;MATO GROSSO
2020/05;Fogo em áreas de desmatamento consolidado;58;PARÁ
2020/05;Fogo em áreas de desmatamento consolidado;37;RONDÔNIA
2020/05;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2020/05;Fogo em áreas de desmatamento consolidado;7;TOCANTINS
2020/05;Fogo em áreas de desmatamento recente;18;ACRE
2020/05;Fogo em áreas de desmatamento recente;5;AMAZONAS
2020/05;Fogo em áreas de desmatamento recente;4;MARANHÃO
2020/05;Fogo em áreas de desmatamento recente;271;MATO GROSSO
2020/05;Fogo em áreas de desmatamento recente;12;PARÁ
2020/05;Fogo em áreas de desmatamento recente;17;RONDÔNIA
2020/05;Fogo em áreas de desmatamento recente;2;RORAIMA
2020/05;Fogo em outras áreas;1;RORAIMA
2020/05;Fogo em áreas de vegetação nativa;1;ACRE
2020/05;Fogo em áreas de vegetação nativa;32;MATO GROSSO
2020/05;Fogo em áreas de vegetação nativa;2;PARÁ
2020/05;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2020/05;Fogo em áreas de vegetação nativa;7;RORAIMA
2020/06;Fogo em áreas de desmatamento consolidado;35;ACRE
2020/06;Fogo em áreas de desmatamento consolidado;85;AMAZONAS
2020/06;Fogo em áreas de desmatamento consolidado;47;MARANHÃO
2020/06;Fogo em áreas de desmatamento consolidado;643;MATO GROSSO
2020/06;Fogo em áreas de desmatamento consolidado;336;PARÁ
2020/06;Fogo em áreas de desmatamento consolidado;88;RONDÔNIA
2020/06;Fogo em áreas de desmatamento consolidado;2;RORAIMA
2020/06;Fogo em áreas de desmatamento consolidado;26;TOCANTINS
2020/06;Fogo em áreas de desmatamento recente;36;ACRE
2020/06;Fogo em áreas de desmatamento recente;15;AMAZONAS
2020/06;Fogo em áreas de desmatamento recente;33;MARANHÃO
2020/06;Fogo em áreas de desmatamento recente;619;MATO GROSSO
2020/06;Fogo em áreas de desmatamento recente;97;PARÁ
2020/06;Fogo em áreas de desmatamento recente;47;RONDÔNIA
2020/06;Fogo em áreas de desmatamento recente;1;RORAIMA
2020/06;Fogo em áreas de desmatamento recente;1;TOCANTINS
2020/06;Fogo em áreas de vegetação nativa;3;AMAPÁ
2020/06;Fogo em áreas de vegetação nativa;22;AMAZONAS
2020/06;Fogo em áreas de vegetação nativa;126;MATO GROSSO
2020/06;Fogo em áreas de vegetação nativa;19;PARÁ
2020/06;Fogo em áreas de vegetação nativa;2;RONDÔNIA
2020/06;Fogo em áreas de vegetação nativa;1;RORAIMA
2020/07;Fogo em áreas de desmatamento consolidado;124;ACRE
2020/07;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2020/07;Fogo em áreas de desmatamento consolidado;834;AMAZONAS
2020/07;Fogo em áreas de desmatamento consolidado;191;MARANHÃO
2020/07;Fogo em áreas de desmatamento consolidado;410;MATO GROSSO
2020/07;Fogo em áreas de desmatamento consolidado;1410;PARÁ
2020/07;Fogo em áreas de desmatamento consolidado;200;RONDÔNIA
2020/07;Fogo em áreas de desmatamento consolidado;5;RORAIMA
2020/07;Fogo em áreas de desmatamento consolidado;24;TOCANTINS
2020/07;Fogo em áreas de desmatamento recente;172;ACRE
2020/07;Fogo em áreas de desmatamento recente;1026;AMAZONAS
2020/07;Fogo em áreas de desmatamento recente;38;MARANHÃO
2020/07;Fogo em áreas de desmatamento recente;411;MATO GROSSO
2020/07;Fogo em áreas de desmatamento recente;1011;PARÁ
2020/07;Fogo em áreas de desmatamento recente;151;RONDÔNIA
2020/07;Fogo em áreas de desmatamento recente;1;RORAIMA
2020/07;Fogo em áreas de desmatamento recente;4;TOCANTINS
2020/07;Fogo em outras áreas;2;AMAZONAS
2020/07;Fogo em outras áreas;1;MARANHÃO
2020/07;Fogo em outras áreas;1;PARÁ
2020/07;Fogo em áreas de vegetação nativa;39;ACRE
2020/07;Fogo em áreas de vegetação nativa;1;AMAPÁ
2020/07;Fogo em áreas de vegetação nativa;257;AMAZONAS
2020/07;Fogo em áreas de vegetação nativa;8;MARANHÃO
2020/07;Fogo em áreas de vegetação nativa;168;MATO GROSSO
2020/07;Fogo em áreas de vegetação nativa;229;PARÁ
2020/07;Fogo em áreas de vegetação nativa;67;RONDÔNIA
2020/07;Fogo em áreas de vegetação nativa;3;RORAIMA
2020/08;Fogo em áreas de desmatamento consolidado;1023;ACRE
2020/08;Fogo em áreas de desmatamento consolidado;7;AMAPÁ
2020/08;Fogo em áreas de desmatamento consolidado;2744;AMAZONAS
2020/08;Fogo em áreas de desmatamento consolidado;251;MARANHÃO
2020/08;Fogo em áreas de desmatamento consolidado;1261;MATO GROSSO
2020/08;Fogo em áreas de desmatamento consolidado;3915;PARÁ
2020/08;Fogo em áreas de desmatamento consolidado;817;RONDÔNIA
2020/08;Fogo em áreas de desmatamento consolidado;5;RORAIMA
2020/08;Fogo em áreas de desmatamento consolidado;46;TOCANTINS
2020/08;Fogo em áreas de desmatamento recente;2173;ACRE
2020/08;Fogo em áreas de desmatamento recente;2;AMAPÁ
2020/08;Fogo em áreas de desmatamento recente;4286;AMAZONAS
2020/08;Fogo em áreas de desmatamento recente;50;MARANHÃO
2020/08;Fogo em áreas de desmatamento recente;1629;MATO GROSSO
2020/08;Fogo em áreas de desmatamento recente;5965;PARÁ
2020/08;Fogo em áreas de desmatamento recente;1921;RONDÔNIA
2020/08;Fogo em áreas de desmatamento recente;1;RORAIMA
2020/08;Fogo em áreas de desmatamento recente;4;TOCANTINS
2020/08;Fogo em outras áreas;32;AMAZONAS
2020/08;Fogo em outras áreas;3;MARANHÃO
2020/08;Fogo em outras áreas;2;MATO GROSSO
2020/08;Fogo em outras áreas;8;PARÁ
2020/08;Fogo em outras áreas;4;RONDÔNIA
2020/08;Fogo em áreas de vegetação nativa;382;ACRE
2020/08;Fogo em áreas de vegetação nativa;7;AMAPÁ
2020/08;Fogo em áreas de vegetação nativa;968;AMAZONAS
2020/08;Fogo em áreas de vegetação nativa;9;MARANHÃO
2020/08;Fogo em áreas de vegetação nativa;481;MATO GROSSO
2020/08;Fogo em áreas de vegetação nativa;889;PARÁ
2020/08;Fogo em áreas de vegetação nativa;321;RONDÔNIA
2020/08;Fogo em áreas de vegetação nativa;8;RORAIMA
2020/08;Fogo em áreas de vegetação nativa;1;TOCANTINS
2020/09;Fogo em áreas de desmatamento consolidado;945;ACRE
2020/09;Fogo em áreas de desmatamento consolidado;24;AMAPÁ
2020/09;Fogo em áreas de desmatamento consolidado;1697;AMAZONAS
2020/09;Fogo em áreas de desmatamento consolidado;335;MARANHÃO
2020/09;Fogo em áreas de desmatamento consolidado;3318;MATO GROSSO
2020/09;Fogo em áreas de desmatamento consolidado;4693;PARÁ
2020/09;Fogo em áreas de desmatamento consolidado;1414;RONDÔNIA
2020/09;Fogo em áreas de desmatamento consolidado;18;RORAIMA
2020/09;Fogo em áreas de desmatamento consolidado;310;TOCANTINS
2020/09;Fogo em áreas de desmatamento recente;1982;ACRE
2020/09;Fogo em áreas de desmatamento recente;7;AMAPÁ
2020/09;Fogo em áreas de desmatamento recente;2031;AMAZONAS
2020/09;Fogo em áreas de desmatamento recente;54;MARANHÃO
2020/09;Fogo em áreas de desmatamento recente;2990;MATO GROSSO
2020/09;Fogo em áreas de desmatamento recente;4277;PARÁ
2020/09;Fogo em áreas de desmatamento recente;2416;RONDÔNIA
2020/09;Fogo em áreas de desmatamento recente;17;RORAIMA
2020/09;Fogo em áreas de desmatamento recente;12;TOCANTINS
2020/09;Fogo em outras áreas;12;AMAZONAS
2020/09;Fogo em outras áreas;5;MARANHÃO
2020/09;Fogo em outras áreas;4;MATO GROSSO
2020/09;Fogo em outras áreas;1;PARÁ
2020/09;Fogo em outras áreas;3;RONDÔNIA
2020/09;Fogo em áreas de vegetação nativa;428;ACRE
2020/09;Fogo em áreas de vegetação nativa;53;AMAPÁ
2020/09;Fogo em áreas de vegetação nativa;530;AMAZONAS
2020/09;Fogo em áreas de vegetação nativa;40;MARANHÃO
2020/09;Fogo em áreas de vegetação nativa;2226;MATO GROSSO
2020/09;Fogo em áreas de vegetação nativa;1515;PARÁ
2020/09;Fogo em áreas de vegetação nativa;324;RONDÔNIA
2020/09;Fogo em áreas de vegetação nativa;27;RORAIMA
2020/09;Fogo em áreas de vegetação nativa;4;TOCANTINS
2020/10;Fogo em áreas de desmatamento consolidado;495;ACRE
2020/10;Fogo em áreas de desmatamento consolidado;201;AMAPÁ
2020/10;Fogo em áreas de desmatamento consolidado;577;AMAZONAS
2020/10;Fogo em áreas de desmatamento consolidado;571;MARANHÃO
2020/10;Fogo em áreas de desmatamento consolidado;1276;MATO GROSSO
2020/10;Fogo em áreas de desmatamento consolidado;3903;PARÁ
2020/10;Fogo em áreas de desmatamento consolidado;872;RONDÔNIA
2020/10;Fogo em áreas de desmatamento consolidado;29;RORAIMA
2020/10;Fogo em áreas de desmatamento consolidado;78;TOCANTINS
2020/10;Fogo em áreas de desmatamento recente;1038;ACRE
2020/10;Fogo em áreas de desmatamento recente;59;AMAPÁ
2020/10;Fogo em áreas de desmatamento recente;544;AMAZONAS
2020/10;Fogo em áreas de desmatamento recente;95;MARANHÃO
2020/10;Fogo em áreas de desmatamento recente;839;MATO GROSSO
2020/10;Fogo em áreas de desmatamento recente;3343;PARÁ
2020/10;Fogo em áreas de desmatamento recente;1252;RONDÔNIA
2020/10;Fogo em áreas de desmatamento recente;34;RORAIMA
2020/10;Fogo em áreas de desmatamento recente;8;TOCANTINS
2020/10;Fogo em outras áreas;4;AMAZONAS
2020/10;Fogo em outras áreas;1;MARANHÃO
2020/10;Fogo em outras áreas;2;MATO GROSSO
2020/10;Fogo em outras áreas;1;PARÁ
2020/10;Fogo em áreas de vegetação nativa;119;ACRE
2020/10;Fogo em áreas de vegetação nativa;267;AMAPÁ
2020/10;Fogo em áreas de vegetação nativa;140;AMAZONAS
2020/10;Fogo em áreas de vegetação nativa;69;MARANHÃO
2020/10;Fogo em áreas de vegetação nativa;392;MATO GROSSO
2020/10;Fogo em áreas de vegetação nativa;713;PARÁ
2020/10;Fogo em áreas de vegetação nativa;283;RONDÔNIA
2020/10;Fogo em áreas de vegetação nativa;50;RORAIMA
2020/10;Fogo em áreas de vegetação nativa;2;TOCANTINS
2020/11;Fogo em áreas de desmatamento consolidado;44;ACRE
2020/11;Fogo em áreas de desmatamento consolidado;33;AMAPÁ
2020/11;Fogo em áreas de desmatamento consolidado;188;AMAZONAS
2020/11;Fogo em áreas de desmatamento consolidado;1077;MARANHÃO
2020/11;Fogo em áreas de desmatamento consolidado;616;MATO GROSSO
2020/11;Fogo em áreas de desmatamento consolidado;1923;PARÁ
2020/11;Fogo em áreas de desmatamento consolidado;224;RONDÔNIA
2020/11;Fogo em áreas de desmatamento consolidado;3;RORAIMA
2020/11;Fogo em áreas de desmatamento consolidado;49;TOCANTINS
2020/11;Fogo em áreas de desmatamento recente;76;ACRE
2020/11;Fogo em áreas de desmatamento recente;12;AMAPÁ
2020/11;Fogo em áreas de desmatamento recente;146;AMAZONAS
2020/11;Fogo em áreas de desmatamento recente;116;MARANHÃO
2020/11;Fogo em áreas de desmatamento recente;330;MATO GROSSO
2020/11;Fogo em áreas de desmatamento recente;877;PARÁ
2020/11;Fogo em áreas de desmatamento recente;222;RONDÔNIA
2020/11;Fogo em áreas de desmatamento recente;2;RORAIMA
2020/11;Fogo em outras áreas;2;AMAZONAS
2020/11;Fogo em outras áreas;11;MARANHÃO
2020/11;Fogo em outras áreas;2;PARÁ
2020/11;Fogo em áreas de vegetação nativa;9;ACRE
2020/11;Fogo em áreas de vegetação nativa;31;AMAPÁ
2020/11;Fogo em áreas de vegetação nativa;38;AMAZONAS
2020/11;Fogo em áreas de vegetação nativa;13;MARANHÃO
2020/11;Fogo em áreas de vegetação nativa;84;MATO GROSSO
2020/11;Fogo em áreas de vegetação nativa;146;PARÁ
2020/11;Fogo em áreas de vegetação nativa;59;RONDÔNIA
2020/11;Fogo em áreas de vegetação nativa;14;RORAIMA
2020/11;Fogo em áreas de vegetação nativa;2;TOCANTINS
2020/12;Fogo em áreas de desmatamento consolidado;3;ACRE
2020/12;Fogo em áreas de desmatamento consolidado;24;AMAPÁ
2020/12;Fogo em áreas de desmatamento consolidado;90;AMAZONAS
2020/12;Fogo em áreas de desmatamento consolidado;416;MARANHÃO
2020/12;Fogo em áreas de desmatamento consolidado;247;MATO GROSSO
2020/12;Fogo em áreas de desmatamento consolidado;1390;PARÁ
2020/12;Fogo em áreas de desmatamento consolidado;81;RONDÔNIA
2020/12;Fogo em áreas de desmatamento consolidado;23;RORAIMA
2020/12;Fogo em áreas de desmatamento consolidado;19;TOCANTINS
2020/12;Fogo em áreas de desmatamento recente;8;ACRE
2020/12;Fogo em áreas de desmatamento recente;5;AMAPÁ
2020/12;Fogo em áreas de desmatamento recente;71;AMAZONAS
2020/12;Fogo em áreas de desmatamento recente;60;MARANHÃO
2020/12;Fogo em áreas de desmatamento recente;134;MATO GROSSO
2020/12;Fogo em áreas de desmatamento recente;699;PARÁ
2020/12;Fogo em áreas de desmatamento recente;53;RONDÔNIA
2020/12;Fogo em áreas de desmatamento recente;18;RORAIMA
2020/12;Fogo em áreas de desmatamento recente;6;TOCANTINS
2020/12;Fogo em outras áreas;2;AMAZONAS
2020/12;Fogo em outras áreas;4;MARANHÃO
2020/12;Fogo em outras áreas;1;PARÁ
2020/12;Fogo em áreas de vegetação nativa;9;AMAPÁ
2020/12;Fogo em áreas de vegetação nativa;12;AMAZONAS
2020/12;Fogo em áreas de vegetação nativa;7;MARANHÃO
2020/12;Fogo em áreas de vegetação nativa;7;MATO GROSSO
2020/12;Fogo em áreas de vegetação nativa;87;PARÁ
2020/12;Fogo em áreas de vegetação nativa;10;RONDÔNIA
2020/12;Fogo em áreas de vegetação nativa;17;RORAIMA
2019/01;Fogo em áreas de desmatamento consolidado;1;ACRE
2019/01;Fogo em áreas de desmatamento consolidado;2;AMAPÁ
2019/01;Fogo em áreas de desmatamento consolidado;22;AMAZONAS
2019/01;Fogo em áreas de desmatamento consolidado;248;MARANHÃO
2019/01;Fogo em áreas de desmatamento consolidado;264;MATO GROSSO
2019/01;Fogo em áreas de desmatamento consolidado;259;PARÁ
2019/01;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2019/01;Fogo em áreas de desmatamento consolidado;84;RORAIMA
2019/01;Fogo em áreas de desmatamento consolidado;3;TOCANTINS
2019/01;Fogo em áreas de desmatamento recente;1;AMAPÁ
2019/01;Fogo em áreas de desmatamento recente;5;AMAZONAS
2019/01;Fogo em áreas de desmatamento recente;19;MARANHÃO
2019/01;Fogo em áreas de desmatamento recente;90;MATO GROSSO
2019/01;Fogo em áreas de desmatamento recente;84;PARÁ
2019/01;Fogo em áreas de desmatamento recente;12;RONDÔNIA
2019/01;Fogo em áreas de desmatamento recente;66;RORAIMA
2019/01;Fogo em outras áreas;2;MARANHÃO
2019/01;Fogo em áreas de vegetação nativa;1;AMAPÁ
2019/01;Fogo em áreas de vegetação nativa;8;AMAZONAS
2019/01;Fogo em áreas de vegetação nativa;2;MARANHÃO
2019/01;Fogo em áreas de vegetação nativa;8;MATO GROSSO
2019/01;Fogo em áreas de vegetação nativa;10;PARÁ
2019/01;Fogo em áreas de vegetação nativa;232;RORAIMA
2019/02;Fogo em áreas de desmatamento consolidado;1;ACRE
2019/02;Fogo em áreas de desmatamento consolidado;58;AMAZONAS
2019/02;Fogo em áreas de desmatamento consolidado;8;MARANHÃO
2019/02;Fogo em áreas de desmatamento consolidado;509;MATO GROSSO
2019/02;Fogo em áreas de desmatamento consolidado;65;PARÁ
2019/02;Fogo em áreas de desmatamento consolidado;18;RONDÔNIA
2019/02;Fogo em áreas de desmatamento consolidado;232;RORAIMA
2019/02;Fogo em áreas de desmatamento consolidado;2;TOCANTINS
2019/02;Fogo em áreas de desmatamento recente;10;AMAZONAS
2019/02;Fogo em áreas de desmatamento recente;1;MARANHÃO
2019/02;Fogo em áreas de desmatamento recente;53;MATO GROSSO
2019/02;Fogo em áreas de desmatamento recente;13;PARÁ
2019/02;Fogo em áreas de desmatamento recente;3;RONDÔNIA
2019/02;Fogo em áreas de desmatamento recente;152;RORAIMA
2019/02;Fogo em outras áreas;3;AMAZONAS
2019/02;Fogo em áreas de vegetação nativa;19;AMAZONAS
2019/02;Fogo em áreas de vegetação nativa;2;MATO GROSSO
2019/02;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2019/02;Fogo em áreas de vegetação nativa;245;RORAIMA
2019/03;Fogo em áreas de desmatamento consolidado;2;ACRE
2019/03;Fogo em áreas de desmatamento consolidado;37;AMAZONAS
2019/03;Fogo em áreas de desmatamento consolidado;3;MARANHÃO
2019/03;Fogo em áreas de desmatamento consolidado;751;MATO GROSSO
2019/03;Fogo em áreas de desmatamento consolidado;36;PARÁ
2019/03;Fogo em áreas de desmatamento consolidado;21;RONDÔNIA
2019/03;Fogo em áreas de desmatamento consolidado;855;RORAIMA
2019/03;Fogo em áreas de desmatamento consolidado;4;TOCANTINS
2019/03;Fogo em áreas de desmatamento recente;23;AMAZONAS
2019/03;Fogo em áreas de desmatamento recente;67;MATO GROSSO
2019/03;Fogo em áreas de desmatamento recente;5;PARÁ
2019/03;Fogo em áreas de desmatamento recente;4;RONDÔNIA
2019/03;Fogo em áreas de desmatamento recente;601;RORAIMA
2019/03;Fogo em outras áreas;2;AMAZONAS
2019/03;Fogo em outras áreas;2;RORAIMA
2019/03;Fogo em áreas de vegetação nativa;52;AMAZONAS
2019/03;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2019/03;Fogo em áreas de vegetação nativa;3;PARÁ
2019/03;Fogo em áreas de vegetação nativa;972;RORAIMA
2019/04;Fogo em áreas de desmatamento consolidado;4;ACRE
2019/04;Fogo em áreas de desmatamento consolidado;8;AMAZONAS
2019/04;Fogo em áreas de desmatamento consolidado;2;MARANHÃO
2019/04;Fogo em áreas de desmatamento consolidado;438;MATO GROSSO
2019/04;Fogo em áreas de desmatamento consolidado;25;PARÁ
2019/04;Fogo em áreas de desmatamento consolidado;15;RONDÔNIA
2019/04;Fogo em áreas de desmatamento consolidado;331;RORAIMA
2019/04;Fogo em áreas de desmatamento consolidado;2;TOCANTINS
2019/04;Fogo em áreas de desmatamento recente;2;ACRE
2019/04;Fogo em áreas de desmatamento recente;1;AMAZONAS
2019/04;Fogo em áreas de desmatamento recente;83;MATO GROSSO
2019/04;Fogo em áreas de desmatamento recente;3;PARÁ
2019/04;Fogo em áreas de desmatamento recente;7;RONDÔNIA
2019/04;Fogo em áreas de desmatamento recente;347;RORAIMA
2019/04;Fogo em outras áreas;1;RORAIMA
2019/04;Fogo em áreas de vegetação nativa;1;AMAZONAS
2019/04;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2019/04;Fogo em áreas de vegetação nativa;4;PARÁ
2019/04;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2019/04;Fogo em áreas de vegetação nativa;454;RORAIMA
2019/05;Fogo em áreas de desmatamento consolidado;21;ACRE
2019/05;Fogo em áreas de desmatamento consolidado;15;AMAZONAS
2019/05;Fogo em áreas de desmatamento consolidado;7;MARANHÃO
2019/05;Fogo em áreas de desmatamento consolidado;365;MATO GROSSO
2019/05;Fogo em áreas de desmatamento consolidado;65;PARÁ
2019/05;Fogo em áreas de desmatamento consolidado;28;RONDÔNIA
2019/05;Fogo em áreas de desmatamento consolidado;12;RORAIMA
2019/05;Fogo em áreas de desmatamento consolidado;4;TOCANTINS
2019/05;Fogo em áreas de desmatamento recente;10;ACRE
2019/05;Fogo em áreas de desmatamento recente;1;AMAZONAS
2019/05;Fogo em áreas de desmatamento recente;1;MARANHÃO
2019/05;Fogo em áreas de desmatamento recente;332;MATO GROSSO
2019/05;Fogo em áreas de desmatamento recente;7;PARÁ
2019/05;Fogo em áreas de desmatamento recente;15;RONDÔNIA
2019/05;Fogo em áreas de desmatamento recente;1;RORAIMA
2019/05;Fogo em áreas de desmatamento recente;4;TOCANTINS
2019/05;Fogo em outras áreas;2;MATO GROSSO
2019/05;Fogo em áreas de vegetação nativa;2;ACRE
2019/05;Fogo em áreas de vegetação nativa;5;AMAZONAS
2019/05;Fogo em áreas de vegetação nativa;1;MARANHÃO
2019/05;Fogo em áreas de vegetação nativa;44;MATO GROSSO
2019/05;Fogo em áreas de vegetação nativa;3;PARÁ
2019/05;Fogo em áreas de vegetação nativa;2;RONDÔNIA
2019/05;Fogo em áreas de vegetação nativa;8;RORAIMA
2019/06;Fogo em áreas de desmatamento consolidado;23;ACRE
2019/06;Fogo em áreas de desmatamento consolidado;32;AMAZONAS
2019/06;Fogo em áreas de desmatamento consolidado;19;MARANHÃO
2019/06;Fogo em áreas de desmatamento consolidado;498;MATO GROSSO
2019/06;Fogo em áreas de desmatamento consolidado;192;PARÁ
2019/06;Fogo em áreas de desmatamento consolidado;111;RONDÔNIA
2019/06;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2019/06;Fogo em áreas de desmatamento consolidado;4;TOCANTINS
2019/06;Fogo em áreas de desmatamento recente;35;ACRE
2019/06;Fogo em áreas de desmatamento recente;17;AMAZONAS
2019/06;Fogo em áreas de desmatamento recente;5;MARANHÃO
2019/06;Fogo em áreas de desmatamento recente;622;MATO GROSSO
2019/06;Fogo em áreas de desmatamento recente;61;PARÁ
2019/06;Fogo em áreas de desmatamento recente;49;RONDÔNIA
2019/06;Fogo em áreas de desmatamento recente;1;TOCANTINS
2019/06;Fogo em áreas de vegetação nativa;2;ACRE
2019/06;Fogo em áreas de vegetação nativa;8;AMAZONAS
2019/06;Fogo em áreas de vegetação nativa;176;MATO GROSSO
2019/06;Fogo em áreas de vegetação nativa;17;PARÁ
2019/06;Fogo em áreas de vegetação nativa;3;RONDÔNIA
2019/06;Fogo em áreas de vegetação nativa;1;RORAIMA
2019/07;Fogo em áreas de desmatamento consolidado;117;ACRE
2019/07;Fogo em áreas de desmatamento consolidado;2;AMAPÁ
2019/07;Fogo em áreas de desmatamento consolidado;368;AMAZONAS
2019/07;Fogo em áreas de desmatamento consolidado;73;MARANHÃO
2019/07;Fogo em áreas de desmatamento consolidado;495;MATO GROSSO
2019/07;Fogo em áreas de desmatamento consolidado;742;PARÁ
2019/07;Fogo em áreas de desmatamento consolidado;288;RONDÔNIA
2019/07;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2019/07;Fogo em áreas de desmatamento consolidado;17;TOCANTINS
2019/07;Fogo em áreas de desmatamento recente;130;ACRE
2019/07;Fogo em áreas de desmatamento recente;1;AMAPÁ
2019/07;Fogo em áreas de desmatamento recente;854;AMAZONAS
2019/07;Fogo em áreas de desmatamento recente;12;MARANHÃO
2019/07;Fogo em áreas de desmatamento recente;680;MATO GROSSO
2019/07;Fogo em áreas de desmatamento recente;571;PARÁ
2019/07;Fogo em áreas de desmatamento recente;407;RONDÔNIA
2019/07;Fogo em áreas de desmatamento recente;1;TOCANTINS
2019/07;Fogo em outras áreas;1;MARANHÃO
2019/07;Fogo em áreas de vegetação nativa;25;ACRE
2019/07;Fogo em áreas de vegetação nativa;1;AMAPÁ
2019/07;Fogo em áreas de vegetação nativa;149;AMAZONAS
2019/07;Fogo em áreas de vegetação nativa;250;MATO GROSSO
2019/07;Fogo em áreas de vegetação nativa;94;PARÁ
2019/07;Fogo em áreas de vegetação nativa;62;RONDÔNIA
2019/07;Fogo em áreas de vegetação nativa;3;RORAIMA
2019/08;Fogo em áreas de desmatamento consolidado;975;ACRE
2019/08;Fogo em áreas de desmatamento consolidado;6;AMAPÁ
2019/08;Fogo em áreas de desmatamento consolidado;2377;AMAZONAS
2019/08;Fogo em áreas de desmatamento consolidado;165;MARANHÃO
2019/08;Fogo em áreas de desmatamento consolidado;1879;MATO GROSSO
2019/08;Fogo em áreas de desmatamento consolidado;4284;PARÁ
2019/08;Fogo em áreas de desmatamento consolidado;1711;RONDÔNIA
2019/08;Fogo em áreas de desmatamento consolidado;64;TOCANTINS
2019/08;Fogo em áreas de desmatamento recente;1749;ACRE
2019/08;Fogo em áreas de desmatamento recente;3;AMAPÁ
2019/08;Fogo em áreas de desmatamento recente;3663;AMAZONAS
2019/08;Fogo em áreas de desmatamento recente;16;MARANHÃO
2019/08;Fogo em áreas de desmatamento recente;2725;MATO GROSSO
2019/08;Fogo em áreas de desmatamento recente;4817;PARÁ
2019/08;Fogo em áreas de desmatamento recente;3410;RONDÔNIA
2019/08;Fogo em áreas de desmatamento recente;4;RORAIMA
2019/08;Fogo em áreas de desmatamento recente;2;TOCANTINS
2019/08;Fogo em outras áreas;13;MATO GROSSO
2019/08;Fogo em outras áreas;1;PARÁ
2019/08;Fogo em outras áreas;2;RONDÔNIA
2019/08;Fogo em áreas de vegetação nativa;326;ACRE
2019/08;Fogo em áreas de vegetação nativa;12;AMAPÁ
2019/08;Fogo em áreas de vegetação nativa;628;AMAZONAS
2019/08;Fogo em áreas de vegetação nativa;2;MARANHÃO
2019/08;Fogo em áreas de vegetação nativa;647;MATO GROSSO
2019/08;Fogo em áreas de vegetação nativa;911;PARÁ
2019/08;Fogo em áreas de vegetação nativa;406;RONDÔNIA
2019/08;Fogo em áreas de vegetação nativa;1;RORAIMA
2019/09;Fogo em áreas de desmatamento consolidado;932;ACRE
